chapter,paragraph,sentence,text
CHAPTER XL,9,1,"“This will not do,” said Elizabeth; “you never will be able to make both of them good for anything."
CHAPTER XL,9,2,"Take your choice, but you must be satisfied with only one."
CHAPTER XL,9,3,There is but such a quantity of merit between them; just enough to make one good sort of man; and of late it has been shifting about pretty much.
CHAPTER XL,9,4,"For my part, I am inclined to believe it all Mr. Darcy’s, but you shall do as you choose.”"
CHAPTER XL,10,1,"It was some time, however, before a smile could be extorted from Jane."
CHAPTER XL,11,1,"“I do not know when I have been more shocked,” said she."
CHAPTER XL,11,2,“Wickham so very bad!
CHAPTER XL,11,3,It is almost past belief.
CHAPTER XL,11,4,And poor Mr. Darcy!
CHAPTER XL,11,5,"dear Lizzy, only consider what he must have suffered."
CHAPTER XL,11,6,Such a disappointment!
CHAPTER XL,11,7,and with the knowledge of your ill opinion too!
CHAPTER XL,11,8,and having to relate such a thing of his sister!
CHAPTER XL,11,9,"It is really too distressing, I am sure you must feel it so.”"
CHAPTER XL,12,1,"“Oh no, my regret and compassion are all done away by seeing you so full of both."
CHAPTER XL,12,2,"I know you will do him such ample justice, that I am growing every moment more unconcerned and indifferent."
CHAPTER XL,12,3,"Your profusion makes me saving; and if you lament over him much longer, my heart will be as light as a feather.”"
CHAPTER XL,13,1,“Poor Wickham!
CHAPTER XL,13,2,there is such an expression of goodness in his countenance!
CHAPTER XL,13,3,such an openness and gentleness in his manner.”
CHAPTER XL,14,1,“There certainly was some great mismanagement in the education of those two young men.
CHAPTER XL,14,2,"One has got all the goodness, and the other all the appearance of it.”"
CHAPTER XL,15,1,“I never thought Mr. Darcy so deficient in the _appearance_ of it as you used to do.”
CHAPTER XL,16,1,"“And yet I meant to be uncommonly clever in taking so decided a dislike to him, without any reason."
CHAPTER XL,16,2,"It is such a spur to one’s genius, such an opening for wit, to have a dislike of that kind."
CHAPTER XL,16,3,One may be continually abusive without saying anything just; but one cannot be always laughing at a man without now and then stumbling on something witty.”
CHAPTER XL,17,1,"“Lizzy, when you first read that letter, I am sure you could not treat the matter as you do now.”"
CHAPTER XL,18,1,"“Indeed, I could not."
CHAPTER XL,18,2,"I was uncomfortable enough, I was very uncomfortable--I may say unhappy."
CHAPTER XL,18,3,"And with no one to speak to of what I felt, no Jane to comfort me, and say that I had not been so very weak, and vain, and nonsensical, as I knew I had!"
CHAPTER XL,18,4,"Oh, how I wanted you!”"
CHAPTER XL,19,1,"“How unfortunate that you should have used such very strong expressions in speaking of Wickham to Mr. Darcy, for now they _do_ appear wholly undeserved.”"
CHAPTER XL,20,1,“Certainly.
CHAPTER XL,20,2,But the misfortune of speaking with bitterness is a most natural consequence of the prejudices I had been encouraging.
CHAPTER XL,20,3,There is one point on which I want your advice.
CHAPTER XL,20,4,"I want to be told whether I ought, or ought not, to make our acquaintance in general understand Wickham’s character.”"
CHAPTER XL,21,1,"Miss Bennet paused a little, and then replied, “Surely there can be no occasion for exposing him so dreadfully."
CHAPTER XL,21,2,What is your own opinion?”
CHAPTER XL,22,1,“That it ought not to be attempted.
CHAPTER XL,22,2,Mr. Darcy has not authorized me to make his communication public.
CHAPTER XL,22,3,"On the contrary, every particular relative to his sister was meant to be kept as much as possible to myself; and if I endeavour to undeceive people as to the rest of his conduct, who will believe me?"
CHAPTER XL,22,4,"The general prejudice against Mr. Darcy is so violent, that it would be the death of half the good people in Meryton, to attempt to place him in an amiable light."
CHAPTER XL,22,5,I am not equal to it.
CHAPTER XL,22,6,"Wickham will soon be gone; and, therefore, it will not signify to anybody here what he really is."
CHAPTER XL,22,7,"Some time hence it will be all found out, and then we may laugh at their stupidity in not knowing it before."
CHAPTER XL,22,8,At present I will say nothing about it.”
CHAPTER XL,23,1,“You are quite right.
CHAPTER XL,23,2,To have his errors made public might ruin him for ever.
CHAPTER XL,23,3,"He is now, perhaps, sorry for what he has done, and anxious to re-establish a character."
CHAPTER XL,23,4,We must not make him desperate.”
CHAPTER XL,24,1,The tumult of Elizabeth’s mind was allayed by this conversation.
CHAPTER XL,24,2,"She had got rid of two of the secrets which had weighed on her for a fortnight, and was certain of a willing listener in Jane, whenever she might wish to talk again of either."
CHAPTER XL,24,3,"But there was still something lurking behind, of which prudence forbade the disclosure."
CHAPTER XL,24,4,"She dared not relate the other half of Mr. Darcy’s letter, nor explain to her sister how sincerely she had been valued by his friend."
CHAPTER XL,24,5,Here was knowledge in which no one could partake; and she was sensible that nothing less than a perfect understanding between the parties could justify her in throwing off this last encumbrance of mystery.
CHAPTER XL,24,6,"“And then,” said she, “if that very improbable event should ever take place, I shall merely be able to tell what Bingley may tell in a much more agreeable manner himself."
CHAPTER XL,24,7,The liberty of communication cannot be mine till it has lost all its value!”
CHAPTER XL,25,1,"She was now, on being settled at home, at leisure to observe the real state of her sister’s spirits."
CHAPTER XL,25,2,Jane was not happy.
CHAPTER XL,25,3,She still cherished a very tender affection for Bingley.
CHAPTER XL,25,4,"Having never even fancied herself in love before, her regard had all the warmth of first attachment, and from her age and disposition, greater steadiness than first attachments often boast; and so fervently did she value his remembrance, and prefer him to every other man, that all her good sense, and all her attention to the feelings of her friends, were requisite to check the indulgence of those regrets which must have been injurious to her own health and their tranquillity."
CHAPTER XL,26,1,"“Well, Lizzy,” said Mrs. Bennet, one day, “what is your opinion _now_ of this sad business of Jane’s?"
CHAPTER XL,26,2,"For my part, I am determined never to speak of it again to anybody."
CHAPTER XL,26,3,I told my sister Philips so the other day.
CHAPTER XL,26,4,But I cannot find out that Jane saw anything of him in London.
CHAPTER XL,26,5,"Well, he is a very undeserving young man--and I do not suppose there is the least chance in the world of her ever getting him now."
CHAPTER XL,26,6,"There is no talk of his coming to Netherfield again in the summer; and I have inquired of everybody, too, who is likely to know.”"
CHAPTER XL,27,1,“I do not believe that he will ever live at Netherfield any more.”
CHAPTER XL,28,1,"“Oh, well!"
CHAPTER XL,28,2,it is just as he chooses.
CHAPTER XL,28,3,"Nobody wants him to come; though I shall always say that he used my daughter extremely ill; and, if I was her, I would not have put up with it."
CHAPTER XL,28,4,"Well, my comfort is, I am sure Jane will die of a broken heart, and then he will be sorry for what he has done.”"
CHAPTER XL,29,1,But as Elizabeth could not receive comfort from any such expectation she made no answer.
CHAPTER XL,30,1,"“Well, Lizzy,” continued her mother, soon afterwards, “and so the Collinses live very comfortable, do they?"
CHAPTER XL,30,2,"Well, well, I only hope it will last."
CHAPTER XL,30,3,And what sort of table do they keep?
CHAPTER XL,30,4,"Charlotte is an excellent manager, I dare say."
CHAPTER XL,30,5,"If she is half as sharp as her mother, she is saving enough."
CHAPTER XL,30,6,"There is nothing extravagant in _their_ housekeeping, I dare say.”"
CHAPTER XL,31,1,"“No, nothing at all.”"
CHAPTER XL,32,1,"“A great deal of good management, depend upon it."
CHAPTER XL,32,2,"Yes, yes."
CHAPTER XL,32,3,_They_ will take care not to outrun their income.
CHAPTER XL,32,4,_They_ will never be distressed for money.
CHAPTER XL,32,5,"Well, much good may it do them!"
CHAPTER XL,32,6,"And so, I suppose, they often talk of having Longbourn when your father is dead."
CHAPTER XL,32,7,"They look upon it quite as their own, I dare say, whenever that happens.”"
CHAPTER XL,33,1,“It was a subject which they could not mention before me.”
CHAPTER XL,34,1,“No; it would have been strange if they had.
CHAPTER XL,34,2,But I make no doubt they often talk of it between themselves.
CHAPTER XL,34,3,"Well, if they can be easy with an estate that is not lawfully their own, so much the better."
CHAPTER XL,34,4,_I_ should be ashamed of having one that was only entailed on me.”
CHAPTER XLI,1,1,The first week of their return was soon gone.
CHAPTER XLI,1,2,The second began.
CHAPTER XLI,1,3,"It was the last of the regiment’s stay in Meryton, and all the young ladies in the neighbourhood were drooping apace."
CHAPTER XLI,1,4,The dejection was almost universal.
CHAPTER XLI,1,5,"The elder Miss Bennets alone were still able to eat, drink, and sleep, and pursue the usual course of their employments."
CHAPTER XLI,1,6,"Very frequently were they reproached for this insensibility by Kitty and Lydia, whose own misery was extreme, and who could not comprehend such hard-heartedness in any of the family."
CHAPTER XLI,2,1,“Good Heaven!
CHAPTER XLI,2,2,What is to become of us?
CHAPTER XLI,2,3,What are we to do?” would they often exclaim in the bitterness of woe.
CHAPTER XLI,2,4,"“How can you be smiling so, Lizzy?”"
CHAPTER XLI,3,1,Their affectionate mother shared all their grief; she remembered what she had herself endured on a similar occasion five-and-twenty years ago.
CHAPTER XLI,4,1,"“I am sure,” said she, “I cried for two days together when Colonel Miller’s regiment went away."
CHAPTER XLI,4,2,I thought I should have broke my heart.”
CHAPTER XLI,5,1,"“I am sure I shall break _mine_,” said Lydia."
